Vito
Operated by US
latitude -78.50 longitude 177.75 height 50m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied by the University of Wisconsin

2004 02 03 21 00   983.5   -16.0 -999    -999                                   
2004 02 04 00 00   984.4   -13.2 -999    -999                                   
2004 02 04 03 00   984.5   -12.8 -999    -999                                   
2004 02 04 06 00   984.6   -12.5 -999    -999                                   
2004 02 04 09 00   985.0   -16.6 -999    -999                                   
2004 02 04 12 00   985.9   -21.0 -999    -999                                   
2004 02 04 15 00   986.5   -24.4 -999    -999                                   
2004 02 04 18 00   987.8   -21.6 -999    -999                                   
2004 02 04 21 00   989.4   -17.6 -999    -999                                   
2004 02 05 00 00   991.0   -15.1 -999    -999                                   
2004 02 05 03 00   992.1   -11.4 -999    -999                                   
2004 02 05 06 00   993.5   -11.6 -999    -999                                   
2004 02 05 09 00   994.9   -13.8 -999    -999                                   
2004 02 05 12 00   996.1   -17.9 -999    -999                                   
2004 02 05 15 00   996.9   -19.6 -999    -999                                   
2004 02 05 18 00   997.7   -17.9 -999    -999                                   
2004 02 05 21 00   998.4   -14.9 -999    -999                                   
2004 02 06 00 00   998.8   -12.8 -999    -999                                   
2004 02 06 03 00   998.6   -12.6 -999    -999                                   
2004 02 06 06 00   998.4   -13.4 -999    -999                                   
2004 02 06 09 00   998.1   -15.6 -999    -999                                   
2004 02 06 12 00   997.2   -19.0 -999    -999                                   
2004 02 06 15 00   996.0   -19.2 -999    -999                                   
2004 02 06 18 00   995.3   -17.6 -999    -999                                   
2004 02 06 21 00   995.6   -15.2 -999    -999                                   
2004 02 07 00 00   995.2   -13.1 -999    -999                                   
2004 02 07 03 00   994.7   -12.0 -999    -999                                   
2004 02 07 06 00   994.9   -10.9 -999    -999                                   
2004 02 07 09 00   995.5   -12.6 -999    -999                                   
2004 02 07 12 00   996.0   -13.1 -999    -999                                   
2004 02 07 15 00   996.1   -13.6 -999    -999                                   
2004 02 07 18 00   996.9   -16.1 -999    -999                                   
2004 02 07 21 00   997.3   -14.2 -999    -999                                   
2004 02 08 00 00   997.1   -13.9 -999    -999                                   
2004 02 08 03 00   996.9   -14.0 -999    -999                                   
2004 02 08 06 00   997.1   -16.9 -999    -999                                   
2004 02 08 09 00   997.4   -19.2 -999    -999                                   
2004 02 08 12 00   996.7   -23.1 -999    -999                                   
2004 02 08 15 00   995.9   -23.1 -999    -999                                   
2004 02 08 18 00   994.9   -20.9 -999    -999                                   
2004 02 08 21 00   993.6   -16.9 -999    -999                                   
2004 02 09 00 00   991.9   -12.8 -999    -999                                   
2004 02 09 03 00   990.3   -11.9 -999    -999                                   
